"Position","title","link"
30,"Cumulative effects of LDL-C reduction in mitigating cardiovascular risk","https://peterattiamd.com/cumulative-effects-of-ldl-c-reduction-in-mitigating-cardiovascular-risk/"
31,"Does exercise reduce the risk of Alzheimer’s disease?","https://peterattiamd.com/does-exercise-reduce-the-risk-of-alzheimers-disease/"
32,"Lp(a) and CVD risk & clinical tests to measure Lp(a)","https://peterattiamd.com/lpa-and-cvd-risk-clinical-tests-to-measure-lpa/"
33,"Can cocoa help prevent cardiovascular death?","https://peterattiamd.com/can-cocoa-help-prevent-cardiovascular-death/"
34,"Sugar & Cancer: Does Fructose Cause Cancer?","https://peterattiamd.com/sugar-cancer-does-fructose-cause-cancer/"
35,"Is natural sugar from fruit just as ‘bad’ as added sugar?","https://peterattiamd.com/is-natural-sugar-from-fruit-just-as-bad-as-added-sugar/"
36,"Metabolic dysfunction case study and a framework for metabolic health","https://peterattiamd.com/metabolic-dysfunction-case-study-and-a-framework-for-metabolic-health/"
37,"How metabolic health impacts your ‘optimal’ diet","https://peterattiamd.com/how-metabolic-health-impacts-your-optimal-diet/"
38,"A pilot immunotherapy trial is one step on a long road toward curing cancer","https://peterattiamd.com/pilot-immunotherapy-trial-curing-cancer/"
39,"Why you should stop drinking sugar","https://peterattiamd.com/why-you-should-stop-drinking-sugar/"
40,"Peter’s approach to managing patients with high Lp(a)","https://peterattiamd.com/managing-patients-with-high-lpa/"
41,"#210 – Lp(a) and its impact on heart disease | Benoît Arsenault, Ph.D.","https://peterattiamd.com/benoitarsenault/"
42,"The metabolic benefits of exercise & muscle mass","https://peterattiamd.com/the-metabolic-benefits-of-exercise-muscle-mass/"
43,"For triglycerides, “normal” may not be “optimal”","https://peterattiamd.com/triglyceride-levels-cardiovascular-risk/"
44,"Intro to lipids & lipoproteins: why there is no ‘bad’ or ‘good’ cholesterol","https://peterattiamd.com/why-there-is-no-bad-or-good-cholesterol/"
45,"How to engage with your doctor","https://peterattiamd.com/how-to-engage-with-your-doctor/"
46,"Is cold exposure beneficial for metabolic health?","https://peterattiamd.com/is-cold-exposure-therapy-beneficial/"
47,"Peter on the four horsemen of chronic disease","https://peterattiamd.com/peter-on-the-four-horsemen-of-chronic-disease/"
48,"Cancer screening: what blood tests can (and cannot) tell you","https://peterattiamd.com/cancer-screening-what-blood-tests-can-tell-you/"
49,"Peter on the importance of cancer screenings","https://peterattiamd.com/peter-on-the-importance-of-cancer-screenings/"
50,"Peter on the importance of regular colonoscopies","https://peterattiamd.com/peter-on-the-importance-of-regular-colonoscopies/"
51,"#203 – AMA #34: What Causes Heart Disease?","https://peterattiamd.com/ama34/"
52,"Can a father’s metformin cause birth defects in his sons?","https://peterattiamd.com/can-dads-metformin-cause-birth-defects-in-his-sons/"
53,"When CAC Tests Are Useful and When They Are Not","https://peterattiamd.com/when-cac-tests-are-useful-and-when-they-are-not/"
54,"Peter on why early prevention of atherosclerosis is critical","https://peterattiamd.com/peter-on-why-early-prevention-of-atherosclerosis-is-critical/"
55,"Preventing Atherosclerosis: 2 Fatal Flaws with the “10 Year Risk” Approach","https://peterattiamd.com/preventing-atherosclerosis-flaws-with-the-10-year-risk-approach/"
56,"Peter on how early and aggressive lowering of apoB could change the course of ASCVD","https://peterattiamd.com/early-and-aggressive-lowering-of-apob/"
57,"Peter on Alzheimer’s disease prevention and the latest on APOE4","https://peterattiamd.com/peter-on-alzheimers-disease-prevention-and-the-latest-on-apoe4/"
58,"#202 – Peter on nutrition, disease prevention, sleep, and more — looking back on the last 100 episodes","https://peterattiamd.com/strong-convictions-loosely-held-2/"
59,"How deadly is type 2 diabetes?","https://peterattiamd.com/how-deadly-is-type-2-diabetes/"
60,"Challenges of meditation & understanding ‘sub-minds’","https://peterattiamd.com/challenges-of-meditation-understanding-sub-minds/"
61,"Why a recent study hasn’t shaken my faith in statins","https://peterattiamd.com/why-a-recent-study-hasnt-shaken-my-faith-in-statins/"
62,"How alcohol disrupts sleep and contributes to Alzheimer’s disease","https://peterattiamd.com/alcohol-sleep-and-alzheimers-disease/"
63,"Visceral Fat vs. Subcutaneous Fat — What’s the Difference?","https://peterattiamd.com/visceral-fat-vs-subcutaneous-fat-whats-the-difference/"
64,"Stress, Cortisol, and Sleep Deprivation: An Awful Feedback Loop","https://peterattiamd.com/stress-cortisol-and-sleep-an-awful-feedback-loop/"
65,"Are “safe” levels of air pollution really safe?","https://peterattiamd.com/are-safe-levels-of-air-pollution-really-safe/"
66,"Patient Case Study: Elevated Uric Acid and High Blood Pressure","https://peterattiamd.com/case-study-elevated-uric-acid-and-high-blood-pressure/"
67,"How Peter thinks about managing GFR & high blood pressure in his patients","https://peterattiamd.com/managing-gfr-high-blood-pressure/"
68,"Rick Johnson, M.D. on the impact of high blood pressure on chronic disease","https://peterattiamd.com/impact-of-high-blood-pressure-on-disease/"
69,"Rick Johnson, M.D. on the relationship between salt & blood pressure","https://peterattiamd.com/the-relationship-between-salt-blood-pressure/"
70,"A broader perspective on lung cancer","https://peterattiamd.com/a-broader-perspective-on-lung-cancer/"
71,"Peter Attia on mitigating and reversing insulin resistance with nutrition","https://peterattiamd.com/how-to-reverse-insulin-resistance-with-diet/"
72,"Peter Attia on the connection between stress and insulin resistance","https://peterattiamd.com/does-stress-cause-insulin-resistance/"
73,"Peter Attia on the role of exercise in mitigating and reversing insulin resistance","https://peterattiamd.com/reversing-insulin-resistance-with-exercise/"
74,"Qualys #168 – Sleep and insulin resistance with Matthew Walker, Ph.D.","https://peterattiamd.com/qualys-168-sleep-and-insulin-resistance-with-matthew-walker-ph-d/"
75,"Qualys #166 – Theories on the origins and evolutionary reasons for insulin resistance","https://peterattiamd.com/qualys-166-theories-on-the-origins-and-evolutionary-reasons-for-insulin-resistance/"
76,"Qualys #261 – Insulin: The amazing story of its discovery, its effect on cellular metabolism and IGF-1, and why it’s so expensive","https://peterattiamd.com/qualys-261-insulin-the-amazing-story-of-its-discovery/"
77,"Qualys #165 – Attempting to define insulin resistance with Nir Barzilai, M.D.","https://peterattiamd.com/qualys-165-attempting-to-define-insulin-resistance-with-nir-barzilai/"
78,"Qualys #101 – What the hell does insulin resistance actually mean?","https://peterattiamd.com/qualys-101-what-the-hell-does-insulin-resistance-actually-mean/"
79,"Peter Attia on How Insulin Resistance Manifests in the Muscle","https://peterattiamd.com/peter-attia-on-how-insulin-resistance-manifests-in-the-muscle/"
80,"#194 – How fructose drives metabolic disease | Rick Johnson, M.D.","https://peterattiamd.com/rickjohnson2/"
81,"Low LDL cholesterol and neural development","https://peterattiamd.com/low-ldl-cholesterol-and-neural-development/"
82,"Not another COVID newsletter","https://peterattiamd.com/a-follow-up-to-my-article-on-vaccine-mandates/"
83,"#192 – COVID Part 2: Masks, long COVID, boosters, mandates, treatments, and more","https://peterattiamd.com/covid-part2/"
84,"Why I’m for COVID vaccines, but against vaccine mandates.","https://peterattiamd.com/why-im-for-covid-vaccines-but-against-vaccine-mandates/"
85,"Are we oversimplifying Alzheimer’s disease?","https://peterattiamd.com/are-we-oversimplifying-alzheimers-disease/"
86,"#189 – COVID Part 1: Current state of affairs, Omicron, and a search for the end game","https://peterattiamd.com/covid-19-current-state-omicron/"
87,"#187 – Sam Apple: The Warburg Effect—Otto Warburg’s cancer metabolism theory","https://peterattiamd.com/samapple/"
88,"#185 – Allan Sniderman, M.D.: Cardiovascular disease and why we should change the way we assess risk","https://peterattiamd.com/allansniderman/"
89,"Does fish oil cause cardiac arrhythmia in high-risk individuals?","https://peterattiamd.com/does-fish-oil-cause-cardiac-arrhythmia/"
90,"#181 – Robert Gatenby, M.D.: Viewing cancer through an evolutionary lens and why this offers a radically different approach to treatment","https://peterattiamd.com/robertgatenby/"
91,"#180 – AMA #28: All things testosterone and testosterone replacement therapy","https://peterattiamd.com/ama28/"
92,"#178 – Lance Armstrong: The rise, fall, and growth of a cycling legend","https://peterattiamd.com/lancearmstrong/"
93,"#177 – Steven Rosenberg, M.D., Ph.D.: The development of cancer immunotherapy and its promise for treating advanced cancers","https://peterattiamd.com/stevenrosenberg/"
94,"Does low cholesterol cause cognitive impairment? Part II","https://peterattiamd.com/does-low-cholesterol-cause-cognitive-impairment-part-ii/"
95,"Does low cholesterol cause cognitive impairment? Part I","https://peterattiamd.com/does-low-cholesterol-cause-cognitive-impairment-part-i/"
96,"#173 – AMA #26: Continuous glucose monitors, zone 2 training, and a framework for interventions","https://peterattiamd.com/ama26/"
97,"#170 – AMA #25: ﻿Navigating the complexities and nuances of cancer screening","https://peterattiamd.com/ama25/"
98,"A new frontier for early cancer detection?","https://peterattiamd.com/a-new-frontier-for-early-cancer-detection/"
99,"#169 – Katherine Eban: COVID-19 Lab Leak: Examining all sides of the debate and discussing barriers to a full investigation","https://peterattiamd.com/katherineeban2/"
100,"#166 – Patricia Corby, D.D.S.: Importance of oral health, best hygiene practices, and the relationship between poor oral health and systemic disease","https://peterattiamd.com/patriciacorby/"
