"Position","title","link"
70,"A big predictor of heart disease risk that most doctors don’t screen for","https://peterattiamd.com/a-big-predictor-of-heart-disease-risk-that-most-doctors-dont-screen-for/"
71,"When does heart disease begin (and what this tells us about prevention)?","https://peterattiamd.com/heart-disease-begin-tell-us-prevention/"
72,"Is a Mediterranean diet best for preventing heart disease?","https://peterattiamd.com/is-a-mediterranean-diet-best-for-preventing-heart-disease/"
73,"How did we come to believe saturated fat and cholesterol are bad for us?","https://peterattiamd.com/how-did-we-come-to-believe-saturated-fat-and-cholesterol-are-bad-for-us/"
74,"The straight dope on cholesterol – Part IX","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-ix/"
75,"The straight dope on cholesterol – Part VIII","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-viii/"
76,"The straight dope on cholesterol – Part VII","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-vii/"
77,"The straight dope on cholesterol – Part VI","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-vi/"
78,"The straight dope on cholesterol – Part V","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-v/"
79,"The straight dope on cholesterol – Part IV","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-iv/"
80,"The straight dope on cholesterol – Part III","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-iii/"
81,"LDL-C & systolic blood pressure and lifetime risk of cardiovascular disease","https://peterattiamd.com/ldl-c-systolic-blood-pressure-and-lifetime-risk-of-cardiovascular-disease/"
82,"#52 – Ethan Weiss, M.D.: A masterclass in cardiovascular disease and growth hormone – two topics that are surprising interrelated","https://peterattiamd.com/ethanweiss/"
83,"#50 – AMA #5: calcium scores, Centenarian Decathlon™, exercise, muscle glycogen, keto, and more","https://peterattiamd.com/ama05/"
84,"#48 – Matthew Walker, Ph.D., on sleep – Part II of III: Heart disease, cancer, sexual function, and the causes of sleep disruption (and tips to correct it)","https://peterattiamd.com/matthewwalker2/"
85,"Red meat, cancer, push-ups, and CVD","https://peterattiamd.com/red-meat-cancer-push-ups-and-cvd/"
86,"#19 – Dave Feldman: stress testing the lipid energy model","https://peterattiamd.com/davefeldman/"
87,"Statins, Lp(a), and upcoming podcast guests","https://peterattiamd.com/statins-lpa-and-upcoming-podcast-guests/"
88,"#03 – Ron Krauss, M.D.: a deep dive into heart disease","https://peterattiamd.com/ronkrauss/"
89,"Does it help to know your coronary artery calcium score?","https://peterattiamd.com/does-it-help-to-know-your-coronary-artery-calcium-score/"
90,"A big predictor of heart disease risk that most doctors don’t screen for","https://peterattiamd.com/a-big-predictor-of-heart-disease-risk-that-most-doctors-dont-screen-for/"
91,"When does heart disease begin (and what this tells us about prevention)?","https://peterattiamd.com/heart-disease-begin-tell-us-prevention/"
92,"Is a Mediterranean diet best for preventing heart disease?","https://peterattiamd.com/is-a-mediterranean-diet-best-for-preventing-heart-disease/"
93,"How did we come to believe saturated fat and cholesterol are bad for us?","https://peterattiamd.com/how-did-we-come-to-believe-saturated-fat-and-cholesterol-are-bad-for-us/"
94,"The straight dope on cholesterol – Part IX","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-ix/"
95,"The straight dope on cholesterol – Part VIII","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-viii/"
96,"The straight dope on cholesterol – Part VII","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-vii/"
97,"The straight dope on cholesterol – Part VI","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-vi/"
98,"The straight dope on cholesterol – Part V","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-v/"
99,"The straight dope on cholesterol – Part IV","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-iv/"
100,"The straight dope on cholesterol – Part III","https://peterattiamd.com/the-straight-dope-on-cholesterol-part-iii/"
