Position,title,link
"68","LDL-C & systolic blood pressure and lifetime risk of cardiovascular disease","https://peterattiamd.com/ldl-c-systolic-blood-pressure-and-lifetime-risk-of-cardiovascular-disease/"
"69","Qualy #53 – Screening for prostate cancer","https://peterattiamd.com/qualy-53-screening-for-prostate-cancer/"
"70","Qualy #46 – Rapamycin’s effects on cancer, cardiovascular disease, and neurodegeneration","https://peterattiamd.com/qualy-46-rapamycins-effects-on-cancer-cardiovascular-disease-and-neurodegeneration/"
"71","Hormone therapy and breast cancer?","https://peterattiamd.com/hormone-therapy-and-breast-cancer/"
"72","Qualy #24 – What are the “ABCs” of Alzheimer’s prevention?","https://peterattiamd.com/qualy-24-what-are-the-abcs-of-alzheimers-prevention/"
"74","Qualy #16 – How much does cognitive activity ward off cognitive decline?","https://peterattiamd.com/qualy-16-how-much-does-cognitive-activity-ward-off-cognitive-decline/"
"75","What can you prove?","https://peterattiamd.com/what-can-you-prove/"
"76","#66 – Vamsi Mootha, M.D.: Aging, type 2 diabetes, cancer, Alzheimer’s disease, and Parkinson’s disease – do all roads lead to mitochondria?","https://peterattiamd.com/vamsimootha/"
"79","#62 – Keith Flaherty, M.D.: Deep dive into cancer— History of oncology, novel approaches to treatment, and the exciting and hopeful future","https://peterattiamd.com/keithflaherty/"
"80","#61 – Rajpaul Attariwala, M.D., Ph.D.: Cancer screening with full-body MRI scans and a seminar on the field of radiology","https://peterattiamd.com/rajpaulattariwala/"
"83","A hidden blockbuster drug for Alzheimer’s disease?","https://peterattiamd.com/a-hidden-blockbuster-drug-for-alzheimers-disease/"
"85","#52 – Ethan Weiss, M.D.: A masterclass in cardiovascular disease and growth hormone – two topics that are surprising interrelated","https://peterattiamd.com/ethanweiss/"
"87","#50 – AMA #5: calcium scores, Centenarian Decathlon™, exercise, muscle glycogen, keto, and more","https://peterattiamd.com/ama05/"
"90","Why am I such a knucklehead?","https://peterattiamd.com/why-am-i-such-a-knucklehead/"
"91","Red meat, cancer, push-ups, and CVD","https://peterattiamd.com/red-meat-cancer-push-ups-and-cvd/"
"92","#42 – Avrum Bluming, M.D. and Carol Tavris, Ph.D.: Controversial topic affecting all women—the role of hormone replacement therapy","https://peterattiamd.com/caroltavris-avrumbluming/"
"93","#41 – Jake Kushner, M.D.: How to thrive with type 1 diabetes and how everyone can benefit from the valuable insights","https://peterattiamd.com/jakekushner/"
"94","#40 – Tom Catena, M.D.: The world’s most important doctor – to nearly a million patients – saving countless lives in the war-torn and remote villages of Sudan","https://peterattiamd.com/tomcatena/"
"95","#39 – Ted Schaeffer, M.D., Ph.D.: How to catch, treat, and survive prostate cancer","https://peterattiamd.com/tedschaeffer/"
