Position,title,link
"66","#131 – Beth Lewis: The Art of Stability: Learning about pain, mitigating injury, and moving better through life","https://peterattiamd.com/bethlewis/"
"67","#128 – Irene Davis, Ph.D.: Evolution of the foot, running injuries, and minimalist shoes","https://peterattiamd.com/irenedavis/"
"72","Qualy #99 – The steroid controversy: Mark’s use of them and Peter’s perspective","https://peterattiamd.com/qualy-99-the-steroid-controversy-marks-use-of-them-and-peters-perspective/"
"75","#73 – AMA #9: NAD & metformin, fat-burning zone, creatine, estrogenization of men, emergency kit for cold & flu, and more","https://peterattiamd.com/ama09/"
"79","Qualy #9 – The importance of exercise for brain health","https://peterattiamd.com/qualy-9-the-importance-of-exercise-for-brain-health/"
"81","Mind. Blown.","https://peterattiamd.com/mind-blown/"
"82","Perspective and inspiration","https://peterattiamd.com/perspective-and-inspiration/"
"83","#29 – Apolo Anton Ohno: 8-time Olympic medalist – extreme training, discipline, pursuing perfection, and responding to adversity","https://peterattiamd.com/apoloohno/"
"84","Glute Activation Series","https://peterattiamd.com/glute/"
"85","#28 – Mark and Chris Bell: steroids, powerlifting, addiction, diet, training, helping others, documentaries, and living your best life","https://peterattiamd.com/brothersbell/"
"86","#28 – Mark and Chris Bell: steroids, powerlifting, addiction, diet, training, helping others, documentaries, and living your best life","https://peterattiamd.com/brothersbell/"
"87","#17 – Mike Trevino: life-lessons from ultra-endurance, mindset, hard work, and removing limitations","https://peterattiamd.com/miketrevino/"
"88","Breaking2","https://peterattiamd.com/breaking2/"
"89","Egg boxing","https://peterattiamd.com/egg-boxing-blog/"
"90","How you move defines how you live, Part II","https://peterattiamd.com/move-defines-live-part-ii/"
"91","How you move defines how you live","https://peterattiamd.com/move-defines-live/"
"92","Ketosis – advantaged or misunderstood state? (Part II)","https://peterattiamd.com/ketosis-advantaged-or-misunderstood-state-part-ii/"
"93","Introduction to Superstarch – Part II","https://peterattiamd.com/introduction-to-superstarch-part-ii/"
"94","Introduction to Superstarch – Part I","https://peterattiamd.com/introduction-to-superstarch-part-i/"
