Position,title,link
48,A Game Plan for Healthy Enjoyment of the Holidays,https://peterattiamd.com/a-game-plan-for-healthy-enjoyment-of-the-holidays/
50,#167 – Gary Taubes: Bad science and challenging the conventional wisdom of obesity,https://peterattiamd.com/garytaubes/
51,Are continuous glucose monitors a waste of time for people without diabetes?,https://peterattiamd.com/are-continuous-glucose-monitors-a-waste-of-time-for-people-without-diabetes/
52,#165 – AMA #24: Deep dive into blood glucose: why it matters important metrics to track and superior insights from a CGM,https://peterattiamd.com/ama24/
54,What gives Rice Krispies their pop and my related experiment,https://peterattiamd.com/what-gives-rice-krispies-their-pop-and-my-related-experiment/
55,#157 – AMA #22: Losing fat and gaining fat: the lessons of fat flux,https://peterattiamd.com/ama22/
56,#156 – Jake Muise: Humanely harvesting axis deer while alleviating its impact on Hawaii’s vulnerable ecosystems,https://peterattiamd.com/jakemuise/
59,Do I really need 8 glasses of water a day?,https://peterattiamd.com/do-i-really-need-8-glasses-of-water-a-day/
60,Should we still be worried about MSG?,https://peterattiamd.com/should-we-still-be-worried-about-msg/
61,#141 – AMA #18: Deep dive: sugar and sugar substitutes,https://peterattiamd.com/ama18/
62,#140 – Gerald Shulman M.D. Ph.D.: A masterclass on insulin resistance—molecular mechanisms and clinical implications,https://peterattiamd.com/geraldshulman/
63,Replacing sugar with allulose,https://peterattiamd.com/replacing-sugar-with-allulose/
65,Topo Chico,https://peterattiamd.com/topo-chico/
66,#126 – Matthew Walker Ph.D.: Sleep and immune function chronotypes hygiene tips and addressing questions about his book,https://peterattiamd.com/matthewwalker4/
67,A few things worth sharing: 08-30-2020,https://peterattiamd.com/a-few-things-worth-sharing-08-30-2020/
69,#120 – AMA with Dom D’Agostino Ph.D. Part II of II: Ketosis for cancer and chronic disease hyperbaric oxygen therapy and the effect of ketosis on female health,https://peterattiamd.com/domdagostinoama02/
70,Breakfast: a legacy of cereal…and sin?,https://peterattiamd.com/breakfast-a-legacy-of-cereal-and-sin/
72,#114 – Eileen White Ph.D.: Autophagy fasting and promising new cancer therapies,https://peterattiamd.com/eileenwhite/
73,#110 – Lew Cantley Ph.D.: Cancer metabolism cancer therapies and the discovery of PI3K,https://peterattiamd.com/lewcantley/
74,#108 – AMA #13: 3-day fasting exogenous ketones autophagy and exercise for longevity,https://peterattiamd.com/ama13/
75,The red meat and plant-based recommendation wars,https://peterattiamd.com/the-red-meat-and-plant-based-recommendation-wars/
76,Qualy #120 – What is the difference between ketone salts and esters?,https://peterattiamd.com/qualy-120-what-is-the-difference-between-ketone-salts-and-esters/
77,#94 – Mark Hyman M.D.: The impact of the food system on our health and the environment,https://peterattiamd.com/markhyman/
78,Qualy #102 – Is the food industry still saying that all calories contribute equally to adiposity and insulin resistance?,https://peterattiamd.com/qualy-102-is-the-food-industry-still-saying-that-all-calories-contribute-equally-to-adiposity-and-insulin-resistance/
79,#89 – AMA #11: All things fasting,https://peterattiamd.com/ama11/
80,Intermittent fasting,https://peterattiamd.com/intermittent-fasting/
81,My nutritional framework,https://peterattiamd.com/my-nutritional-framework/
82,#87 – Rick Johnson M.D.: Metabolic Effects of Fructose,https://peterattiamd.com/rickjohnson/
84,Qualy #73 – How can we change the food system when 10 companies control almost 90 percent of the calories we consume in the US?,https://peterattiamd.com/qualy-73-how-can-we-change-the-food-system-when-10-companies-control-almost-90-percent-of-the-calories-we-consume-in-the-us/
85,Can fasting help athletes hold their breath longer?,https://peterattiamd.com/can-fasting-help-athletes-hold-their-breath-longer/
86,Qualy #69 – Advice to parents and kids for creating a sustainable environment that’s going to prevent them from running into metabolic problems,https://peterattiamd.com/qualy-69-advice-to-parents-and-kids-for-creating-a-sustainable-environment-thats-going-to-prevent-them-from-running-into-metabolic-problems/
87,#80 – Celebrity AMA with Apolo Ohno and Sasha Cohen: Fasting rapamycin performance vs. longevity and more,https://peterattiamd.com/celebrityama01/
88,Qualy #43 – What are Peter’s thoughts on fasting and ketosis for females?,https://peterattiamd.com/qualy-43-what-are-peters-thoughts-on-fasting-and-ketosis-for-females/
89,Alternate Day Fasting,https://peterattiamd.com/alternate-day-fasting/
93,Qualy #1 – What are Peter’s thoughts on alcohol consumption and health?,https://peterattiamd.com/qualy-1-what-are-peters-thoughts-on-alcohol-consumption-and-health/
94,Fasting and cancer,https://peterattiamd.com/fasting-and-cancer/
95,Cortisol and cross-pollination,https://peterattiamd.com/cortisol-and-cross-pollination/
96,Fast-breaking without glucose spiking,https://peterattiamd.com/fast-breaking-without-glucose-spiking/
97,Is there an optimal window of time-restricted feeding?,https://peterattiamd.com/is-there-an-optimal-window-of-time-restricted-feeding/
98,European Vacation,https://peterattiamd.com/european-vacation/
99,#59 – Jason Fung M.D.: Fasting as a potent antidote to obesity insulin resistance type 2 diabetes and the many symptoms of metabolic illness,https://peterattiamd.com/jasonfung/
100,#58 – AMA with sleep expert Matthew Walker Ph.D.: Strategies for sleeping more sleeping better and avoiding things that are disrupting sleep,https://peterattiamd.com/matthewwalkerama/
