"Position","title","link"
46,"#111 – AMA #14: What lab tests can (and cannot) inform us about our overall objective of longevity","https://peterattiamd.com/ama14/"
47,"#110 – Lew Cantley, Ph.D.: Cancer metabolism, cancer therapies, and the discovery of PI3K","https://peterattiamd.com/lewcantley/"
49,"#107 – John Barry: 1918 Spanish flu pandemic—historical account, parallels to today, and lessons","https://peterattiamd.com/johnbarry/"
50,"How to interpret screening tests: video, spreadsheet, and primer","https://peterattiamd.com/how-to-interpret-screening-tests-video-spreadsheet-and-primer/"
52,"#105 – Paul Conti, M.D.: The psychological toll of a pandemic, and the societal problems it has highlighted","https://peterattiamd.com/paulconti2/"
54,"#101 – Ryan Holiday: Finding stillness amidst chaos","https://peterattiamd.com/ryanholiday2/"
58,"Alzheimer’s disease and glucose metabolism","https://peterattiamd.com/alzheimers-disease-and-glucose-metabolism/"
59,"Qualy #106 – Does LDL cause heart disease?","https://peterattiamd.com/qualy-106-does-ldl-cause-heart-disease/"
60,"Qualy #106 – Does LDL cause heart disease?","https://peterattiamd.com/qualy-106-does-ldl-cause-heart-disease/"
61,"#91 – Eric Topol, M.D.: Can AI empower physicians and revolutionize patient care?","https://peterattiamd.com/erictopol/"
62,"#87 – Rick Johnson, M.D.: Metabolic Effects of Fructose","https://peterattiamd.com/rickjohnson/"
63,"Qualy #82 – What is the most common first presentation of heart disease?","https://peterattiamd.com/qualy-82-what-is-the-most-common-first-presentation-of-heart-disease/"
64,"#85 – Iñigo San Millán, Ph.D.: Zone 2 Training and Metabolic Health","https://peterattiamd.com/inigosanmillan/"
65,"Measuring cardiovascular disease risk and the importance of apoB","https://peterattiamd.com/measuring-cardiovascular-disease-risk-and-the-importance-of-apob-part-1/"
66,"Coronary artery calcium scan","https://peterattiamd.com/coronary-artery-calcium-scan/"
67,"Qualy #61 – Rapamycin in cancer treatment","https://peterattiamd.com/qualy-61-rapamycin-in-cancer-treatment/"
68,"LDL-C & systolic blood pressure and lifetime risk of cardiovascular disease","https://peterattiamd.com/ldl-c-systolic-blood-pressure-and-lifetime-risk-of-cardiovascular-disease/"
69,"Qualy #53 – Screening for prostate cancer","https://peterattiamd.com/qualy-53-screening-for-prostate-cancer/"
70,"Qualy #46 – Rapamycin’s effects on cancer, cardiovascular disease, and neurodegeneration","https://peterattiamd.com/qualy-46-rapamycins-effects-on-cancer-cardiovascular-disease-and-neurodegeneration/"
71,"Hormone therapy and breast cancer?","https://peterattiamd.com/hormone-therapy-and-breast-cancer/"
72,"Qualy #24 – What are the “ABCs” of Alzheimer’s prevention?","https://peterattiamd.com/qualy-24-what-are-the-abcs-of-alzheimers-prevention/"
73,"#69 – Ronesh Sinha, M.D.: Insights into the manifestation of metabolic disease in a patient population predisposed to metabolic syndrome, and what it teaches us more broadly","https://peterattiamd.com/roneshsinha/"
74,"Qualy #16 – How much does cognitive activity ward off cognitive decline?","https://peterattiamd.com/qualy-16-how-much-does-cognitive-activity-ward-off-cognitive-decline/"
75,"What can you prove?","https://peterattiamd.com/what-can-you-prove/"
76,"#66 – Vamsi Mootha, M.D.: Aging, type 2 diabetes, cancer, Alzheimer’s disease, and Parkinson’s disease – do all roads lead to mitochondria?","https://peterattiamd.com/vamsimootha/"
77,"Fasting and cancer","https://peterattiamd.com/fasting-and-cancer/"
78,"#63 – AMA #7: Exercise framework, deadlifting, lower back pain, blood pressure, nootropics, CGM, and more","https://peterattiamd.com/ama07/"
79,"#62 – Keith Flaherty, M.D.: Deep dive into cancer— History of oncology, novel approaches to treatment, and the exciting and hopeful future","https://peterattiamd.com/keithflaherty/"
80,"#61 – Rajpaul Attariwala, M.D., Ph.D.: Cancer screening with full-body MRI scans and a seminar on the field of radiology","https://peterattiamd.com/rajpaulattariwala/"
81,"#59 – Jason Fung, M.D.: Fasting as a potent antidote to obesity, insulin resistance, type 2 diabetes, and the many symptoms of metabolic illness","https://peterattiamd.com/jasonfung/"
82,"#58 – AMA with sleep expert, Matthew Walker, Ph.D.: Strategies for sleeping more, sleeping better, and avoiding things that are disrupting sleep","https://peterattiamd.com/matthewwalkerama/"
83,"A hidden blockbuster drug for Alzheimer’s disease?","https://peterattiamd.com/a-hidden-blockbuster-drug-for-alzheimers-disease/"
84,"#54 – Kevin Sayer, CEO of Dexcom: Continuous glucose monitors – impact of food, sleep, and stress on glucose, the unmatched power of CGM to drive behavioral change, and the exciting future of CGM","https://peterattiamd.com/kevinsayer/"
85,"#52 – Ethan Weiss, M.D.: A masterclass in cardiovascular disease and growth hormone – two topics that are surprising interrelated","https://peterattiamd.com/ethanweiss/"
86,"#51 – Robert Sapolsky, Ph.D.: The pervasive effect of stress – is it killing you?","https://peterattiamd.com/robertsapolsky/"
87,"#50 – AMA #5: calcium scores, Centenarian Decathlon™, exercise, muscle glycogen, keto, and more","https://peterattiamd.com/ama05/"
88,"#48 – Matthew Walker, Ph.D., on sleep – Part II of III: Heart disease, cancer, sexual function, and the causes of sleep disruption (and tips to correct it)","https://peterattiamd.com/matthewwalker2/"
89,"#47 – Matthew Walker, Ph.D., on sleep – Part I of III: Dangers of poor sleep, Alzheimer’s risk, mental health, memory consolidation, and more","https://peterattiamd.com/matthewwalker1/"
90,"Why am I such a knucklehead?","https://peterattiamd.com/why-am-i-such-a-knucklehead/"
91,"Red meat, cancer, push-ups, and CVD","https://peterattiamd.com/red-meat-cancer-push-ups-and-cvd/"
92,"#42 – Avrum Bluming, M.D. and Carol Tavris, Ph.D.: Controversial topic affecting all women—the role of hormone replacement therapy through menopause and beyond—the compelling case for long-term HRT and dispelling the myth that it causes breast cancer","https://peterattiamd.com/caroltavris-avrumbluming/"
93,"#41 – Jake Kushner, M.D.: How to thrive with type 1 diabetes and how everyone can benefit from the valuable insights","https://peterattiamd.com/jakekushner/"
94,"#40 – Tom Catena, M.D.: The world’s most important doctor – to nearly a million patients – saving countless lives in the war-torn and remote villages of Sudan","https://peterattiamd.com/tomcatena/"
95,"#39 – Ted Schaeffer, M.D., Ph.D.: How to catch, treat, and survive prostate cancer","https://peterattiamd.com/tedschaeffer/"
96,"#38 – Francisco Gonzalez-Lima, Ph.D.: Advancing Alzheimer’s disease treatment and prevention – is AD actually a vascular and metabolic disease?","https://peterattiamd.com/franciscogonzalezlima/"
97,"A radical new approach to Alzheimer’s?","https://peterattiamd.com/a-radical-new-approach-to-alzheimers/"
98,"#37 – Zubin Damania, M.D.: Revolutionizing healthcare one hilariously inspiring video at a time","https://peterattiamd.com/zubindamania/"
99,"#35 – Nir Barzilai, M.D.: How to tame aging","https://peterattiamd.com/nirbarzilai/"
100,"Another name for madness","https://peterattiamd.com/another-name-for-madness/"
